"holder_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s7q01","pp_s7q02","pp_s7q03","pp_s7q04","pp_s7q05","pp_s7q06","pp_s7q07","pp_s7q08","pp_s7q09","pp_s7q10_a","pp_s7q10_b","pp_s7q11","pp_s7q12","pp_s7q13","pp_s7q14","pp_s7q15","pp_s7q16"
"0714010130313201","07140101303132","07140101303",1,265.150848388672,7,14,1,13,3,132,1,2,2,2,2,2,2,1,1,,5,,1,2,,,,
"0714010130315001","07140101303150","07140101303",1,265.150848388672,7,14,1,13,3,150,1,2,2,3,2,3,2,1,1,,5,,0,6,,,,
"0714010130316801","07140101303168","07140101303",1,265.150848388672,7,14,1,13,3,168,1,2,2,3,2,3,2,1,1,,5,,2,,,,,
"0715010070400301","07150100704003","07150100704",1,1595.94213867188,7,15,1,7,4,3,1,1,2,7,2,6,2,5,1,,5,,2,,,,,
"0715010070401501","07150100704015","07150100704",1,1595.94213867188,7,15,1,7,4,15,1,2,2,3,2,2,2,2,1,,5,,0,5,,,,
"0715010070402101","07150100704021","07150100704",1,1595.94213867188,7,15,1,7,4,21,1,1,2,3,2,2,2,2,1,,5,,0,6,,,,
"0715010070404001","07150100704040","07150100704",1,1595.94213867188,7,15,1,7,4,40,1,1,2,3,2,2,2,5,1,,5,,2,,,,,
"0715010070405801","07150100704058","07150100704",1,1595.94213867188,7,15,1,7,4,58,1,1,2,5,2,2,2,5,1,,5,,4,,,,,
"0715010070407601","07150100704076","07150100704",1,1595.94213867188,7,15,1,7,4,76,1,1,2,3,2,2,2,2,1,,5,,2,,,,,
"0715010070409401","07150100704094","07150100704",1,1595.94213867188,7,15,1,7,4,94,1,1,2,7,2,6,2,5,1,,5,,2,,,,,
"0715010070411201","07150100704112","07150100704",1,1595.94213867188,7,15,1,7,4,112,1,1,2,3,2,2,2,2,1,,5,,2,,,,,
"0715010070413001","07150100704130","07150100704",1,1595.94213867188,7,15,1,7,4,130,1,1,2,3,2,2,2,5,1,,5,,1,2,,,,
"0715010070414801","07150100704148","07150100704",1,1595.94213867188,7,15,1,7,4,148,1,1,2,2,2,2,2,3,1,,5,,4,,,,,
"0715010070416601","07150100704166","07150100704",1,1595.94213867188,7,15,1,7,4,166,1,1,1,,1,,2,5,1,,1,,2,,50,50,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,7,15,1,26,9,6,1,2,2,4,2,1,2,2,1,,1,,0,5,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,7,15,1,26,9,22,1,2,2,6,2,1,2,1,1,,1,,0,5,,,,
"0715010260903001","07150102609030","07150102609",1,1259.98327636719,7,15,1,26,9,30,1,1,2,1,2,3,2,1,1,,1,,0,5,,,,
"0715010260904601","07150102609046","07150102609",1,1259.98327636719,7,15,1,26,9,46,1,1,2,6,2,3,2,1,1,,1,,0,5,,,,
"0715010260905401","07150102609054","07150102609",1,1259.98327636719,7,15,1,26,9,54,1,2,2,6,2,3,2,2,1,,1,,0,5,,,,
"0715010260907801","07150102609078","07150102609",1,1259.98327636719,7,15,1,26,9,78,1,1,2,6,2,1,2,2,1,,1,,0,5,,,,
"0715010260910201","07150102609102","07150102609",1,1259.98327636719,7,15,1,26,9,102,1,2,2,4,1,,2,1,1,,1,,0,5,,,,
"0715010260912601","07150102609126","07150102609",1,1259.98327636719,7,15,1,26,9,126,1,1,2,2,2,3,2,3,1,,1,,0,5,,,,
"0715010260915001","07150102609150","07150102609",1,1259.98327636719,7,15,1,26,9,150,1,1,2,2,2,3,1,,1,,1,,0,5,,,,
"0715010260917401","07150102609174","07150102609",1,1259.98327636719,7,15,1,26,9,174,1,2,2,2,2,1,2,1,2,3,1,,0,5,,,,
"0715010260919801","07150102609198","07150102609",1,1259.98327636719,7,15,1,26,9,198,1,1,2,4,2,3,2,1,1,,2,,0,5,,,,
"0715010260922201","07150102609222","07150102609",1,1259.98327636719,7,15,1,26,9,222,1,1,2,6,2,3,2,3,2,2,1,,0,5,,,,
"0715010440400701","07150104404007","07150104404",1,1343.49609375,7,15,1,44,4,7,1,2,2,1,2,5,2,4,2,3,5,,1,2,,,,
"0715010440403101","07150104404031","07150104404",1,1343.49609375,7,15,1,44,4,31,1,2,2,1,2,1,2,4,2,3,5,5,0,5,,,,
"0715010440405801","07150104404058","07150104404",1,1343.49609375,7,15,1,44,4,58,1,2,2,3,2,1,2,2,2,3,5,5,0,5,,,,
"0715010440408301","07150104404083","07150104404",1,1343.49609375,7,15,1,44,4,83,1,2,2,1,2,1,2,4,1,,5,,2,,,,,
"0715010440410701","07150104404107","07150104404",1,1343.49609375,7,15,1,44,4,107,1,2,2,1,2,1,2,4,1,,5,,1,2,,,,
"0715010440413101","07150104404131","07150104404",1,1343.49609375,7,15,1,44,4,131,1,2,2,1,2,1,2,2,1,,2,,2,,,,,
"0715010440415501","07150104404155","07150104404",1,1343.49609375,7,15,1,44,4,155,1,2,1,,2,1,1,,1,,1,,2,,30,17,13,
"0715010440417901","07150104404179","07150104404",1,1343.49609375,7,15,1,44,4,179,1,2,2,,2,,2,4,2,3,5,5,0,5,,,,
"0715010440420301","07150104404203","07150104404",1,1343.49609375,7,15,1,44,4,203,1,2,2,1,2,1,2,4,1,,5,5,1,2,,,,
"0715010440422701","07150104404227","07150104404",1,1343.49609375,7,15,1,44,4,227,1,2,2,,2,,2,4,2,3,2,,1,2,,,,
"0716010170501901","07160101705019","07160101705",1,1421.83569335938,7,16,1,17,5,19,1,1,2,3,2,5,2,2,1,,5,,,5,,,,
"0716010170503401","07160101705034","07160101705",1,1421.83569335938,7,16,1,17,5,34,1,1,2,6,2,1,2,5,1,,5,,2,2,,,,
"0716010170504901","07160101705049","07160101705",1,1421.83569335938,7,16,1,17,5,49,1,1,2,4,2,2,2,2,1,,5,,1,3,,,,
"0716010170506501","07160101705065","07160101705",1,1421.83569335938,7,16,1,17,5,65,1,1,1,,2,2,1,,1,,5,,0,1,,,,
"0716010170508001","07160101705080","07160101705",1,1421.83569335938,7,16,1,17,5,80,1,1,2,3,2,2,2,2,1,,5,,0,5,,,,
"0716010170509501","07160101705095","07160101705",1,1421.83569335938,7,16,1,17,5,95,1,1,2,3,2,2,2,6,1,,5,,2,,,,,
"0716010170511001","07160101705110","07160101705",1,1421.83569335938,7,16,1,17,5,110,1,1,1,,2,2,1,,1,,5,,2,,100,50,50,
"0716010170512501","07160101705125","07160101705",1,1421.83569335938,7,16,1,17,5,125,1,1,2,2,2,2,2,2,1,,5,,1,2,,,,
"0716010170514201","07160101705142","07160101705",1,1421.83569335938,7,16,1,17,5,142,1,1,2,2,2,2,2,6,1,,5,,3,,,,,
"0717010010300101","07170100103001","07170100103",1,1195.92541503906,7,17,1,1,3,1,1,1,1,,1,,1,,1,,1,,1,2,28,12,16,
"0717010010302801","07170100103028","07170100103",1,1195.92541503906,7,17,1,1,3,28,1,1,2,3,2,1,2,3,2,3,5,,0,6,,,,
"0717010010305501","07170100103055","07170100103",1,1195.92541503906,7,17,1,1,3,55,1,1,1,,1,,2,2,1,,1,,0,6,50,25,25,
"0717010010308301","07170100103083","07170100103",1,1195.92541503906,7,17,1,1,3,83,1,1,1,,2,1,2,3,1,,5,,1,2,25,12,12,
"0717010010311001","07170100103110","07170100103",1,1195.92541503906,7,17,1,1,3,110,1,1,1,,1,,2,3,1,,1,,0,6,25,25,,
"0717010010313701","07170100103137","07170100103",1,1195.92541503906,7,17,1,1,3,137,1,1,1,,1,,2,3,1,,1,1,0,2,12,6,6,
"0717010010316401","07170100103164","07170100103",1,1195.92541503906,7,17,1,1,3,164,1,1,1,,1,,1,,1,,1,,2,,37,18,18,
"0717010010319201","07170100103192","07170100103",1,1195.92541503906,7,17,1,1,3,192,1,1,2,3,2,5,2,2,2,2,5,,0,6,,,,
"0717010010321901","07170100103219","07170100103",1,1195.92541503906,7,17,1,1,3,219,1,1,1,,1,,2,3,1,,1,,2,,50,25,25,
"0717010010324601","07170100103246","07170100103",1,1195.92541503906,7,17,1,1,3,246,1,1,1,,1,,1,,1,,1,,1,2,50,25,25,
"0717020080300301","07170200803003","07170200803",1,1668.341796875,7,17,2,8,3,3,1,1,1,,1,,1,,1,,1,,2,,25,25,,
"0717020080301101","07170200803011","07170200803",1,1668.341796875,7,17,2,8,3,11,1,1,2,4,2,5,2,2,1,,1,,0,6,0,0,,
"0717020080301501","07170200803015","07170200803",1,1668.341796875,7,17,2,8,3,15,1,1,2,7,2,5,2,2,1,,1,,0,6,0,0,0,0
"0717020080302301","07170200803023","07170200803",1,1668.341796875,7,17,2,8,3,23,1,1,1,,1,,2,2,1,,1,,1,2,25,25,,
"0717020080302702","07170200803027","07170200803",1,1668.341796875,7,17,2,8,3,27,2,1,1,,1,,2,2,1,,1,,0,6,8,8,,
"0717020080303901","07170200803039","07170200803",1,1668.341796875,7,17,2,8,3,39,1,1,1,,1,,1,,1,,1,,1,2,875,75,125,
"0717020080305101","07170200803051","07170200803",1,1668.341796875,7,17,2,8,3,51,1,1,2,7,2,6,2,2,1,,1,,1,2,0,0,0,
"0717020080306301","07170200803063","07170200803",1,1668.341796875,7,17,2,8,3,63,1,1,1,,1,,1,,1,,1,,1,2,72,72,,
"0717020080307501","07170200803075","07170200803",1,1668.341796875,7,17,2,8,3,75,1,1,1,,1,,2,2,1,,1,,2,,50,50,,
"0717020080308701","07170200803087","07170200803",1,1668.341796875,7,17,2,8,3,87,1,1,1,,1,,1,,1,,1,,1,1,25,25,,
"0717020080309901","07170200803099","07170200803",1,1668.341796875,7,17,2,8,3,99,1,1,2,3,2,2,1,,1,,1,,0,6,0,0,0,0
"0717020080311101","07170200803111","07170200803",1,1668.341796875,7,17,2,8,3,111,1,1,2,7,2,6,2,3,1,,1,,3,,0,0,,
"0717030140100601","07170301401006","07170301401",1,1343.45422363281,7,17,3,14,1,6,1,1,1,,2,1,2,3,1,,1,,1,2,1640,1640,,
"0717030140101801","07170301401018","07170301401",1,1343.45422363281,7,17,3,14,1,18,1,1,1,,2,1,2,3,1,,1,,2,,5,5,,
"0717030140102401","07170301401024","07170301401",1,1343.45422363281,7,17,3,14,1,24,1,1,1,,2,5,1,,1,,1,,1,2,25,25,,
"0717030140103601","07170301401036","07170301401",1,1343.45422363281,7,17,3,14,1,36,1,1,1,,2,5,1,,1,,1,,2,,77,77,,
"0717030140104201","07170301401042","07170301401",1,1343.45422363281,7,17,3,14,1,42,1,1,2,1,2,1,2,3,1,,5,,1,2,,,,
"0717030140106001","07170301401060","07170301401",1,1343.45422363281,7,17,3,14,1,60,1,1,1,,2,1,1,,1,,1,,2,,50,50,,
"0717030140107801","07170301401078","07170301401",1,1343.45422363281,7,17,3,14,1,78,1,1,2,2,2,1,2,3,1,,5,,2,,,,,
"0717030140109601","07170301401096","07170301401",1,1343.45422363281,7,17,3,14,1,96,1,1,2,2,2,5,1,,1,,5,,1,2,,,,
"0717030140111401","07170301401114","07170301401",1,1343.45422363281,7,17,3,14,1,114,1,1,2,7,2,5,2,3,1,,5,,2,,,,,
"0717030140113201","07170301401132","07170301401",1,1343.45422363281,7,17,3,14,1,132,1,1,1,,2,1,2,4,1,,1,,0,6,1300,1300,,
"0717030140115001","07170301401150","07170301401",1,1343.45422363281,7,17,3,14,1,150,1,1,1,,2,2,1,,1,,1,,1,2,650,650,,
"0717030140116801","07170301401168","07170301401",1,1343.45422363281,7,17,3,14,1,168,1,1,2,7,2,4,1,,1,,1,,1,2,25,25,,
"0717040250100601","07170402501006","07170402501",1,1329.45983886719,7,17,4,25,1,6,1,1,1,,2,3,1,,1,,1,,2,,12,12,,
"0717040250101801","07170402501018","07170402501",1,1329.45983886719,7,17,4,25,1,18,1,1,2,2,2,3,1,,1,,5,,2,,,,,
"0717040250102401","07170402501024","07170402501",1,1329.45983886719,7,17,4,25,1,24,1,1,1,,2,3,1,,1,,1,,3,,25,25,,
"0717040250103601","07170402501036","07170402501",1,1329.45983886719,7,17,4,25,1,36,1,1,2,6,2,1,2,4,1,,5,,2,,,,,
"0717040250104201","07170402501042","07170402501",1,1329.45983886719,7,17,4,25,1,42,1,1,2,2,2,5,2,4,1,,5,,2,,,,,
"0717040250106001","07170402501060","07170402501",1,1329.45983886719,7,17,4,25,1,60,1,1,2,3,2,3,1,,1,,5,,0,6,0,,,
"0717040250107801","07170402501078","07170402501",1,1329.45983886719,7,17,4,25,1,78,1,1,2,2,2,3,2,4,1,,5,,2,,,,,
"0717040250109601","07170402501096","07170402501",1,1329.45983886719,7,17,4,25,1,96,1,1,2,3,2,5,2,2,1,,5,,1,3,,,,
"0717040250111401","07170402501114","07170402501",1,1329.45983886719,7,17,4,25,1,114,1,1,2,3,2,5,2,2,1,,5,,1,2,,,,
"0717040250113201","07170402501132","07170402501",1,1329.45983886719,7,17,4,25,1,132,1,1,1,,2,5,2,2,1,,1,,1,6,12,12,,
"0717040250115001","07170402501150","07170402501",1,1329.45983886719,7,17,4,25,1,150,1,1,2,2,2,5,2,2,1,,5,,2,,,,,
"0717040250116801","07170402501168","07170402501",1,1329.45983886719,7,17,4,25,1,168,1,1,2,5,2,5,2,2,1,,5,,2,,,,,
"0718010010100101","07180100101001","07180100101",1,691.627624511719,7,18,1,1,1,1,1,1,1,,1,,2,2,1,,1,1,,5,8,,8,
"0718010010101301","07180100101013","07180100101",1,691.627624511719,7,18,1,1,1,13,1,1,1,,1,,1,,1,,1,,,1,7,,7,
"0718010010101901","07180100101019","07180100101",1,691.627624511719,7,18,1,1,1,19,1,1,1,,1,,1,,1,,1,,,5,25,10,15,
"0718010010103101","07180100101031","07180100101",1,691.627624511719,7,18,1,1,1,31,1,1,2,3,2,5,1,,2,3,5,,,5,,,,
"0718010010103701","07180100101037","07180100101",1,691.627624511719,7,18,1,1,1,37,1,1,1,,1,,1,,1,,1,1,2,,16,7,9,
"0718010010105501","07180100101055","07180100101",1,691.627624511719,7,18,1,1,1,55,1,1,1,,1,,1,,1,,1,,,5,900,,900,
"0718010010107301","07180100101073","07180100101",1,691.627624511719,7,18,1,1,1,73,1,1,1,,1,,2,6,1,,1,,1,2,172,86,86,
"0718010010109101","07180100101091","07180100101",1,691.627624511719,7,18,1,1,1,91,1,1,1,,1,,2,1,1,,1,,4,,900,,900,
"0718010010110901","07180100101109","07180100101",1,691.627624511719,7,18,1,1,1,109,1,1,1,,1,,2,2,1,,1,,,5,34,17,17,
"0718010010112701","07180100101127","07180100101",1,691.627624511719,7,18,1,1,1,127,1,2,2,6,2,5,2,2,2,5,5,,,5,,,,
"0718010010114501","07180100101145","07180100101",1,691.627624511719,7,18,1,1,1,145,1,1,1,,1,,1,,1,,1,1,0,7,14,7,7,
"0718010010116301","07180100101163","07180100101",1,691.627624511719,7,18,1,1,1,163,1,1,2,2,2,2,2,2,2,2,5,5,,5,,,,
"0718010100100301","07180101001003","07180101001",1,698.073059082031,7,18,1,10,1,3,1,1,2,7,2,6,2,2,2,5,1,,0,1,,,,
"0718010100101301","07180101001013","07180101001",1,698.073059082031,7,18,1,10,1,13,1,1,2,3,2,1,2,2,1,,1,,1,2,,,,
"0718010100101801","07180101001018","07180101001",1,698.073059082031,7,18,1,10,1,18,1,1,2,7,2,5,1,,2,3,1,,0,5,,,,
"0718010100103301","07180101001033","07180101001",1,698.073059082031,7,18,1,10,1,33,1,1,1,,1,,2,6,1,,1,,0,5,0,3,3,24
"0718010100104801","07180101001048","07180101001",1,698.073059082031,7,18,1,10,1,48,1,1,2,3,2,5,2,2,2,3,1,,0,5,,,,
"0718010100106301","07180101001063","07180101001",1,698.073059082031,7,18,1,10,1,63,1,1,1,,1,,2,2,1,,1,,0,1,0,12,12,24
"0718010100107801","07180101001078","07180101001",1,698.073059082031,7,18,1,10,1,78,1,1,1,,1,,2,6,1,,1,,0,1,12,6,6,0
"0718010100109301","07180101001093","07180101001",1,698.073059082031,7,18,1,10,1,93,1,1,2,1,2,2,2,2,2,3,1,,1,2,,,,
"0718010100110801","07180101001108","07180101001",1,698.073059082031,7,18,1,10,1,108,1,2,1,,1,,2,4,2,3,1,,0,1,0,8,8,16
"0718010100112301","07180101001123","07180101001",1,698.073059082031,7,18,1,10,1,123,1,1,2,7,2,5,2,2,2,3,1,,0,5,,,,
"0718010100113801","07180101001138","07180101001",1,698.073059082031,7,18,1,10,1,138,1,1,2,1,2,5,2,2,2,5,1,,0,5,,,,
"0718010230200101","07180102302001","07180102302",1,730.16064453125,7,18,1,23,2,1,1,1,2,3,2,2,2,2,1,,,,2,,,,,
"0718010230203101","07180102302031","07180102302",1,730.16064453125,7,18,1,23,2,31,1,1,2,7,2,2,2,6,2,3,5,,,5,,,,
"0718010230204701","07180102302047","07180102302",1,730.16064453125,7,18,1,23,2,47,1,1,2,3,1,,2,2,2,2,1,,,5,50,2,25,
"0718010230206201","07180102302062","07180102302",1,730.16064453125,7,18,1,23,2,62,1,1,2,3,2,1,2,2,2,3,1,,2,5,,,,
"0718010230207701","07180102302077","07180102302",1,730.16064453125,7,18,1,23,2,77,1,1,2,3,2,2,2,2,1,,5,,0,1,0,,,
"0718010230209201","07180102302092","07180102302",1,730.16064453125,7,18,1,23,2,92,1,1,2,3,2,2,1,,1,,5,5,,1,,,,
"0718010230210701","07180102302107","07180102302",1,730.16064453125,7,18,1,23,2,107,1,1,2,1,2,,2,5,1,,1,,3,,0,,,
"0718010230212201","07180102302122","07180102302",1,730.16064453125,7,18,1,23,2,122,1,1,2,2,2,2,2,2,1,,,,2,,,,,
"0718010230213701","07180102302137","07180102302",1,730.16064453125,7,18,1,23,2,137,1,1,1,,1,,2,4,1,,1,,2,,0,0,0,0
"0719010070100301","07190100701003","07190100701",1,951.207580566406,7,19,1,7,1,3,1,1,2,2,2,4,2,2,2,3,5,,0,6,,,,
"0719010070101301","07190100701013","07190100701",1,951.207580566406,7,19,1,7,1,13,1,1,2,2,2,4,2,2,1,,5,,0,6,,,,
"0719010070101801","07190100701018","07190100701",1,951.207580566406,7,19,1,7,1,18,1,1,2,3,2,5,2,2,1,,5,,2,,,,,
"0719010070102801","07190100701028","07190100701",1,951.207580566406,7,19,1,7,1,28,1,1,2,2,2,5,2,2,1,,5,,2,,,,,
"0719010070103301","07190100701033","07190100701",1,951.207580566406,7,19,1,7,1,33,1,1,2,7,2,5,2,2,1,,1,,2,,,,,
"0719010070104801","07190100701048","07190100701",1,951.207580566406,7,19,1,7,1,48,1,1,1,,1,,2,2,1,,1,,0,6,,12,12,
"0719010070106301","07190100701063","07190100701",1,951.207580566406,7,19,1,7,1,63,1,1,1,,1,,2,2,1,,1,,0,3,,25,25,
"0719010070107801","07190100701078","07190100701",1,951.207580566406,7,19,1,7,1,78,1,1,2,5,2,5,2,2,1,,5,,0,6,,,,
"0719010070109301","07190100701093","07190100701",1,951.207580566406,7,19,1,7,1,93,1,1,2,2,2,5,2,2,1,,5,,0,6,,,,
"0719010070112301","07190100701123","07190100701",1,951.207580566406,7,19,1,7,1,123,1,1,1,,2,5,2,2,2,4,1,,0,6,,25,,
"0719010070113801","07190100701138","07190100701",1,951.207580566406,7,19,1,7,1,138,1,1,2,2,2,5,2,2,2,3,1,,0,6,,,,
"0719010230200201","07190102302002","07190102302",1,715.249084472656,7,19,1,23,2,2,1,1,2,7,2,5,2,2,2,5,5,,,6,,,,
"0719010230201401","07190102302014","07190102302",1,715.249084472656,7,19,1,23,2,14,1,1,2,7,2,5,2,2,2,5,5,,,6,,,,
"0719010230202001","07190102302020","07190102302",1,715.249084472656,7,19,1,23,2,20,1,1,1,,1,,2,2,1,,1,,,6,50,50,,
"0719010230203201","07190102302032","07190102302",1,715.249084472656,7,19,1,23,2,32,1,1,1,,1,,2,3,1,,1,,2,,25,25,,
"0719010230203801","07190102302038","07190102302",1,715.249084472656,7,19,1,23,2,38,1,1,1,,1,,2,5,1,,1,,2,,50,50,,
"0719010230205601","07190102302056","07190102302",1,715.249084472656,7,19,1,23,2,56,1,1,2,7,2,5,2,2,2,5,5,,0,6,,,,
"0719010230207401","07190102302074","07190102302",1,715.249084472656,7,19,1,23,2,74,1,1,1,,1,,1,,1,,1,,0,6,10,10,,
"0719010230209201","07190102302092","07190102302",1,715.249084472656,7,19,1,23,2,92,1,1,1,,1,,2,3,1,,1,,2,,50,50,0,
"0719010230211001","07190102302110","07190102302",1,715.249084472656,7,19,1,23,2,110,1,1,1,,1,,2,4,1,,1,,1,2,50,50,,
"0719010230212801","07190102302128","07190102302",1,715.249084472656,7,19,1,23,2,128,1,1,1,,1,,2,2,1,,1,,0,6,25,25,0,0
"0719010230214601","07190102302146","07190102302",1,715.249084472656,7,19,1,23,2,146,1,1,2,3,2,2,2,2,2,3,5,,,6,,,,
"0719010230216401","07190102302164","07190102302",1,715.249084472656,7,19,1,23,2,164,1,1,1,,1,,2,2,1,,1,,,6,50,50,,
"0720010120300401","07200101203004","07200101203",1,3395.18994140625,7,20,1,12,3,4,1,1,1,,2,5,1,,1,,3,1,2,,19,12,7,0
"0720010120301601","07200101203016","07200101203",1,3395.18994140625,7,20,1,12,3,16,1,1,1,,2,3,2,3,1,,1,,1,2,75,50,25,0
"0720010120302201","07200101203022","07200101203",1,3395.18994140625,7,20,1,12,3,22,1,1,1,,2,5,1,,1,,1,3,0,6,7,7,,
"0720010120303401","07200101203034","07200101203",1,3395.18994140625,7,20,1,12,3,34,1,1,1,,2,2,2,1,1,,1,3,1,6,68,43,25,
"0720010120304001","07200101203040","07200101203",1,3395.18994140625,7,20,1,12,3,40,1,1,1,,1,,2,1,1,,1,2,1,3,17,5,12,0
"0720010120305801","07200101203058","07200101203",1,3395.18994140625,7,20,1,12,3,58,1,1,1,,1,,1,,1,,1,,1,2,12,8,4,0
"0720010120307601","07200101203076","07200101203",1,3395.18994140625,7,20,1,12,3,76,1,1,1,,1,,1,,1,,1,,2,,52,37,15,0
"0720010120309401","07200101203094","07200101203",1,3395.18994140625,7,20,1,12,3,94,1,1,1,,2,3,1,,1,,1,3,1,3,11,11,0,0
"0720010120311201","07200101203112","07200101203",1,3395.18994140625,7,20,1,12,3,112,1,1,1,,2,2,1,,1,,1,,0,1,22,17,5,0
"0720010120313001","07200101203130","07200101203",1,3395.18994140625,7,20,1,12,3,130,1,1,1,,2,5,1,,1,,1,,1,2,7,7,0,0
"0720010120314801","07200101203148","07200101203",1,3395.18994140625,7,20,1,12,3,148,1,1,1,,2,5,2,,1,,3,,1,3,2,2,0,0
"0720010120316601","07200101203166","07200101203",1,3395.18994140625,7,20,1,12,3,166,1,1,1,,2,6,2,2,1,,3,,0,1,18,18,0,0
"0720020380200201","07200203802002","07200203802",1,3420.373046875,7,20,2,38,2,2,1,1,2,2,2,2,2,2,1,,5,,0,6,0,0,0,0
"0720020380201401","07200203802014","07200203802",1,3420.373046875,7,20,2,38,2,14,1,1,1,,1,,1,,1,,3,,1,2,120,75,45,0
"0720020380202001","07200203802020","07200203802",1,3420.373046875,7,20,2,38,2,20,1,1,1,,1,,1,,1,,1,,0,6,25,12,12,
"0720020380203201","07200203802032","07200203802",1,3420.373046875,7,20,2,38,2,32,1,1,2,3,2,2,2,1,1,,5,,0,6,0,0,0,0
"0720020380203801","07200203802038","07200203802",1,3420.373046875,7,20,2,38,2,38,1,1,1,,1,,1,,1,,1,,1,2,25,12,12,0
"0720020380205601","07200203802056","07200203802",1,3420.373046875,7,20,2,38,2,56,1,1,2,3,2,2,2,1,1,,5,,2,,0,0,0,0
"0720020380207401","07200203802074","07200203802",1,3420.373046875,7,20,2,38,2,74,1,1,2,3,2,2,2,2,1,,5,,1,2,0,0,0,0
"0720020380209201","07200203802092","07200203802",1,3420.373046875,7,20,2,38,2,92,1,1,2,7,2,2,1,,2,2,5,,0,6,0,0,0,0
"0720020380211001","07200203802110","07200203802",1,3420.373046875,7,20,2,38,2,110,1,1,1,,2,2,2,1,1,,3,,0,6,4,0,4,0
"0720020380212801","07200203802128","07200203802",1,3420.373046875,7,20,2,38,2,128,1,1,1,,1,,1,,1,,1,,2,,19,19,0,0
"0720020380214601","07200203802146","07200203802",1,3420.373046875,7,20,2,38,2,146,1,1,1,,1,,1,,1,,1,,2,,88,45,43,0
"0720020380216401","07200203802164","07200203802",1,3420.373046875,7,20,2,38,2,164,1,1,1,,2,2,2,1,1,,5,,0,6,12,12,0,0
"0720050010700201","07200500107002","07200500107",0,748.459411621094,7,20,5,1,7,2,1,,,,,,2,3,2,2,,,,,,,,
"0720050010704201","07200500107042","07200500107",0,748.459411621094,7,20,5,1,7,42,1,,,,,,2,2,2,5,,,,,,,,
"0720050010705801","07200500107058","07200500107",0,748.459411621094,7,20,5,1,7,58,1,,,,,,2,2,2,2,,,,,,,,
"0720050010706601","07200500107066","07200500107",0,748.459411621094,7,20,5,1,7,66,1,2,2,7,1,,2,6,2,2,5,,0,5,,,,
"0720050060400401","07200500604004","07200500604",1,3455.634765625,7,20,5,6,4,4,1,1,2,3,2,2,2,2,1,,5,,2,,,,,
"0720050060401601","07200500604016","07200500604",1,3455.634765625,7,20,5,6,4,16,1,1,1,,2,2,1,,1,,1,,3,,64,46,18,
"0720050060402201","07200500604022","07200500604",1,3455.634765625,7,20,5,6,4,22,1,1,1,,1,,1,,1,,1,,1,2,100,64,32,4
"0720050060403401","07200500604034","07200500604",1,3455.634765625,7,20,5,6,4,34,1,1,1,,2,2,2,2,1,,5,,2,,18,10,8,
"0720050060404001","07200500604040","07200500604",1,3455.634765625,7,20,5,6,4,40,1,1,1,,1,,1,,1,,1,,2,,120,70,50,
"0720050060405801","07200500604058","07200500604",1,3455.634765625,7,20,5,6,4,58,1,1,1,,2,2,2,2,1,,5,,0,6,20,10,10,
"0720050060407601","07200500604076","07200500604",1,3455.634765625,7,20,5,6,4,76,1,1,1,,2,2,1,,1,,5,,0,6,76,42,34,
"0720050060409401","07200500604094","07200500604",1,3455.634765625,7,20,5,6,4,94,1,1,1,,2,2,2,2,1,,5,,0,6,22,15,7,
"0720050060411201","07200500604112","07200500604",1,3455.634765625,7,20,5,6,4,112,1,1,1,,1,,1,,1,,1,,1,2,122,66,56,
"0720050060413001","07200500604130","07200500604",1,3455.634765625,7,20,5,6,4,130,1,1,1,,2,2,1,,1,,1,,3,,70,40,30,
"0720050060414801","07200500604148","07200500604",1,3455.634765625,7,20,5,6,4,148,1,1,1,,1,,1,,1,,1,,1,6,140,80,60,
"0720050060416601","07200500604166","07200500604",1,3455.634765625,7,20,5,6,4,166,1,1,1,,1,,1,,1,,1,,1,2,59,31,28,
"0720050060416608","07200500604166","07200500604",1,3455.634765625,7,20,5,6,4,166,8,1,1,,2,5,1,,1,,5,,0,6,50,30,20,
"0720080080500301","07200800805003","07200800805",1,3990.43481445313,7,20,8,8,5,3,1,1,1,,2,2,1,,2,3,1,,2,,75,19,18,37
"0720080080501301","07200800805013","07200800805",1,3990.43481445313,7,20,8,8,5,13,1,1,1,,2,1,2,1,2,1,2,,0,6,75,28,27,35
"0720080080501801","07200800805018","07200800805",1,3990.43481445313,7,20,8,8,5,18,1,1,1,,2,2,1,,2,3,1,,2,,100,50,50,100
"0720080080502801","07200800805028","07200800805",1,3990.43481445313,7,20,8,8,5,28,1,1,1,,1,,1,,1,,1,,2,,175,36,38,74
"0720080080502802","07200800805028","07200800805",1,3990.43481445313,7,20,8,8,5,28,2,1,1,,1,,1,,1,,1,,0,7,81,28,28,56
"0720080080503301","07200800805033","07200800805",1,3990.43481445313,7,20,8,8,5,33,1,1,1,,1,,1,,1,,1,,1,3,150,92,89,181
"0720080080504801","07200800805048","07200800805",1,3990.43481445313,7,20,8,8,5,48,1,1,1,,2,2,2,2,2,4,3,,0,6,32,13,15,28
"0720080080506301","07200800805063","07200800805",1,3990.43481445313,7,20,8,8,5,63,1,1,1,,2,2,1,,2,3,3,,0,6,22,10,12,22
