holder_id,household_id,household_id2,ea_id,ea_id2,rural,pw2,saq01,saq02,saq03,saq04,saq05,saq06,pp_saq07,pp_s7q01,pp_s7q02,pp_s7q03,pp_s7q03_other,pp_s7q04,pp_s7q05,pp_s7q05_other,pp_s7q06,pp_s7q07,pp_s7q07_other,pp_s7q08,pp_s7q09,pp_s7q09_other,pp_s7q10_a,pp_s7q10_a_other,pp_s7q10_b,pp_s7q11,pp_s7q12,pp_s7q12_other,pp_s7q13,pp_s7q14,pp_s7q15,pp_s7q16a,pp_s7q16b,pp_s7q17,pp_s7q18_a,pp_s7q18_b,pp_s7q19,pp_s7q20_a,pp_s7q20_b,pp_s7q20_c,pp_s7q21,pp_s7q22,pp_s7q23_a,pp_s7q23_b,hh_saq01,hh_saq02,hh_saq03,hh_saq04,hh_saq05,hh_saq06,hh_saq07,hh_saq08
0201050110300201,02010501103002,020105088801103002,02010501103,020105088801103,Rural,879.6482543945313,Afar,1,5,11,3,2,1,No,No,Non-Availablity of Supply,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,1,5,8,88,11,3,2
0201050110300801,02010501103008,020105088801103008,02010501103,020105088801103,Rural,879.6482543945313,Afar,1,5,11,3,8,1,No,No,Ignorance,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Digging,,0,0,0,0,0,No,,,,,,,1,1,wende tenkara selhon,bezum setoch selmayku,Afar,1,5,8,88,11,3,8
0201050110301401,02010501103014,020105088801103014,02010501103,020105088801103,Rural,879.6482543945313,Afar,1,5,11,3,14,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Ignorance,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,3,ybet west sera selmtesera,,Afar,1,5,8,88,11,3,14
0201050110302601,02010501103026,020105088801103026,02010501103,020105088801103,Rural,879.6482543945313,Afar,1,5,11,3,26,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Ignorance,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,2,,,,Afar,1,5,8,88,11,3,26
0201050110304401,02010501103044,020105088801103044,02010501103,020105088801103,Rural,879.6482543945313,Afar,1,5,11,3,44,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,1,5,8,88,11,3,44
0201050110306401,02010501103064,020105088801103064,02010501103,020105088801103,Rural,879.6482543945313,Afar,1,5,11,3,64,1,No,No,Lack of Credit Service,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,,,,,Afar,1,5,8,88,11,3,64
0201050110309101,02010501103091,020105088801103091,02010501103,020105088801103,Rural,879.6482543945313,Afar,1,5,11,3,91,1,No,No,Non-Availablity of Supply,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,2,3,,,Afar,1,5,8,88,11,3,91
0201050110311101,02010501103111,020105088801103111,02010501103,020105088801103,Rural,135.7481842041016,Afar,1,5,11,3,111,1,No,No,Non-Availablity of Supply,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,1,5,8,88,11,3,111
0201050110311301,02010501103113,020105088801103113,02010501103,020105088801103,Rural,879.6482543945313,Afar,1,5,11,3,113,1,No,No,Non-Availablity of Supply,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,1,5,8,88,11,3,113
0201060040201701,02010600402017,020106088800402017,02010600402,020106088800402,Rural,482.6422729492188,Afar,1,6,4,2,17,1,No,No,Ignorance,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Ignorance,,Never Used Fertilizer,,,0,By Renting Ox,,0,0,0,0,0,Yes,Hidar,2006,4,Road construction,,,3,3,yebeate weste sera,bahelu selmayfeked,Afar,1,6,8,88,4,2,17
0201060040202901,02010600402029,020106088800402029,02010600402,020106088800402,Rural,482.6422729492188,Afar,1,6,4,2,29,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Ignorance,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,3,yebeate weste sera,bahelu selmyfeked,Afar,1,6,8,88,4,2,29
0201060040204101,02010600402041,020106088800402041,02010600402,020106088800402,Rural,482.6422729492188,Afar,1,6,4,2,41,1,No,No,Lack of Credit Service,,No,Ignorance,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,By Renting Ox,,0,0,0,0,0,No,,,,,,,2,2,yebate weste sera,bahelu selmayfeked,Afar,1,6,8,88,4,2,41
0201060040205401,02010600402054,020106088800402054,02010600402,020106088800402,Rural,482.6422729492188,Afar,1,6,4,2,54,1,No,No,Non-Availablity of Supply,,No,Ignorance,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,2,,,0,0,0,0,0,No,,,,,,,1,1,yebete weste sera,bahelu selmyfeked,Afar,1,6,8,88,4,2,54
0201060040206601,02010600402066,020106088800402066,02010600402,020106088800402,Rural,482.6422729492188,Afar,1,6,4,2,66,1,No,No,Lack of Credit Service,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Using Borrowed Oxen,,0,0,0,0,0,No,,,,,,,1,0,yebate weste sera selmiseru,bahelu selmayfeked,Afar,1,6,8,88,4,2,66
0201060040207701,02010600402077,020106088800402077,02010600402,020106088800402,Rural,48.45806121826172,Afar,1,6,4,2,77,1,No,No,Ignorance,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,By Renting Ox,,0,0,0,0,0,No,,,,,,,1,2,,,Afar,1,6,8,88,4,2,77
0201060040208001,02010600402080,020106088800402080,02010600402,020106088800402,Rural,482.6422729492188,Afar,1,6,4,2,80,1,No,No,Lack of Credit Service,,No,Ignorance,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,By Renting Ox,,0,0,0,0,0,No,,,,,,,1,1,yebate weste sera,bahelu selmyefked,Afar,1,6,8,88,4,2,80
0201060040209201,02010600402092,020106088800402092,02010600402,020106088800402,Rural,482.6422729492188,Afar,1,6,4,2,92,1,No,No,Non-Availablity of Supply,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Ignorance,,Never Used Fertilizer,,,0,By Renting Ox,,0,0,0,0,0,Yes,Hidar,2006,4,Road construction,,,1,1,yebate weste sera,bahelu selmyfeked,Afar,1,6,8,88,4,2,92
0201060040211601,02010600402116,020106088800402116,02010600402,020106088800402,Rural,482.6422729492188,Afar,1,6,4,2,116,1,No,No,Non-Availablity of Supply,,No,Ignorance,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,By Renting Ox,,0,0,0,0,0,No,,,,,,,1,1,yebate weste sera,bahelu selmayfeked,Afar,1,6,8,88,4,2,116
0203010010101601,02030100101016,020301030100101016,02030100101,020301030100101,Small town (urban),1585.179565429688,Afar,3,1,1,1,16,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,,,0,0,0,0,0,No,,,,,,,6,7,yebeat west sera selmiseru,,Afar,3,1,3,1,1,1,16
0203010010102801,02030100101028,020301030100101028,02030100101,020301030100101,Small town (urban),1585.179565429688,Afar,3,1,1,1,28,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Ignorance,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,,,0,0,0,0,0,No,,,,,,,4,5,yebeate weste sera selmiseru,,Afar,3,1,3,1,1,1,28
0203010010104001,02030100101040,020301030100101040,02030100101,020301030100101,Small town (urban),1585.179565429688,Afar,3,1,1,1,40,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Non-Availability of the Service,,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,,,,,Afar,3,1,3,1,1,1,40
0203010010106401,02030100101064,020301030100101064,02030100101,020301030100101,Small town (urban),1585.179565429688,Afar,3,1,1,1,64,1,No,No,Other Specify,DOUBT ON USEFULNESS,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,Using Borrowed Oxen,,0,0,0,0,0,No,,,,,,,1,1,yebeate weste sera selmibeza,,Afar,3,1,3,1,1,1,64
0203010010107601,02030100101076,020301030100101076,02030100101,020301030100101,Small town (urban),1585.179565429688,Afar,3,1,1,1,76,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,,,0,0,0,0,0,No,,,,,,,2,1,,,Afar,3,1,3,1,1,1,76
0203010010108802,02030100101088,020301030100101088,02030100101,020301030100101,Small town (urban),1585.179565429688,Afar,3,1,1,1,88,2,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Ignorance,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,,,,,Afar,3,1,3,1,1,1,88
0203010010111201,02030100101112,020301030100101112,02030100101,020301030100101,Small town (urban),1585.179565429688,Afar,3,1,1,1,112,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,2,,,,Afar,3,1,3,1,1,1,112
0203010010114801,02030100101148,020301030100101148,02030100101,020301030100101,Small town (urban),1585.179565429688,Afar,3,1,1,1,148,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Afar,3,1,3,1,1,1,148
0203020010200201,02030200102002,020302088800102002,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,2,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,3,2,8,88,1,2,2
0203020010201101,02030200102011,020302088800102011,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,11,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,3,2,8,88,1,2,11
0203020010202001,02030200102020,020302088800102020,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,20,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,2,,,,Afar,3,2,8,88,1,2,20
0203020010202901,02030200102029,020302088800102029,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,29,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Afar,3,2,8,88,1,2,29
0203020010203801,02030200102038,020302088800102038,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,38,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,3,2,8,88,1,2,38
0203020010204701,02030200102047,020302088800102047,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,47,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Lack of Money,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,3,2,8,88,1,2,47
0203020010207101,02030200102071,020302088800102071,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,71,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,,,,,Afar,3,2,8,88,1,2,71
0203020010208001,02030200102080,020302088800102080,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,80,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,2,1,,,Afar,3,2,8,88,1,2,80
0203020010208901,02030200102089,020302088800102089,02030200102,020302088800102,Rural,680.9442749023438,Afar,3,2,1,2,89,1,No,No,High Price,,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,3,2,8,88,1,2,89
0203040060100201,02030400601002,020304088800601002,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,2,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,,yebate weste sera semiseru,wendoche tenkara nachewe belwe selmiyamnu,Afar,3,4,8,88,6,1,2
0203040060101201,02030400601012,020304088800601012,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,12,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,Yes,,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,3,,,,Afar,3,4,8,88,6,1,12
0203040060101701,02030400601017,020304088800601017,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,17,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,Yes,Yekatit,2006,8,Road construction,Others,,1,1,bebate weste sera selmibezabachwe,gebyawe ruke selhone mehade selmychelu,Afar,3,4,8,88,6,1,17
0203040060103202,02030400601032,020304088800601032,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,32,2,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Non-Availability of the Program,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,Yes,Yekatit,2006,8,Road construction,Others,,1,,yebate wesete sera selmibezabate,yegebya bota ruke selhone,Afar,3,4,8,88,6,1,32
0203040060104701,02030400601047,020304088800601047,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,47,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,,abezagnawene yebate west sera selmiseru,,Afar,3,4,8,88,6,1,47
0203040060106201,02030400601062,020304088800601062,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,62,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,,yebate west sera selmiseru,wendoche tenkara nachwe selmibal,Afar,3,4,8,88,6,1,62
0203040060107701,02030400601077,020304088800601077,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,77,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,2,,,Afar,3,4,8,88,6,1,77
0203040060110701,02030400601107,020304088800601107,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,107,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,,beabezagnawe setoche yebate sera selmizu,,Afar,3,4,8,88,6,1,107
0203040060112201,02030400601122,020304088800601122,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,122,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,2,,,,Afar,3,4,8,88,6,1,122
0203040060113701,02030400601137,020304088800601137,02030400601,020304088800601,Rural,1036.220336914063,Afar,3,4,6,1,137,1,No,No,High Price,,No,Extension Officer Did Not Show Up,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,1,,seate yebte sera selmtsera,,Afar,3,4,8,88,6,1,137
0203040060115801,02030400601158,020304088800601158,02030400601,020304088800601,Rural,165.0032501220703,Afar,3,4,6,1,158,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Afar,3,4,8,88,6,1,158
0203040060116001,02030400601160,020304088800601160,02030400601,020304088800601,Rural,165.0032501220703,Afar,3,4,6,1,160,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Afar,3,4,8,88,6,1,160
0203060060100601,02030600601006,020306088800601006,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,6,1,Yes,No,High Price,,No,Ignorance,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,,By Renting Ox,,0,0,0,0,0,No,,,,,,,1,,,,Afar,3,6,8,88,6,1,6
0203060060101801,02030600601018,020306088800601018,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,18,1,Yes,No,Lack of Money,,No,Ignorance,,No,Inadequate Service Provided,,No,Ignorance,,Governement Organization,,,2,,,0,0,0,0,0,No,,,,,,,1,4,mengedu betame ruke selhone,yebate sera selmibezabachwe,Afar,3,6,8,88,6,1,18
0203060060102401,02030600601024,020306088800601024,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,24,1,Yes,No,High Price,,No,Ignorance,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,2,,,0,0,0,0,0,No,,,,,,,1,,mengedu selmayemeche,yebate sera selmiseru,Afar,3,6,8,88,6,1,24
0203060060103201,02030600601032,020306088800601032,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,32,1,Yes,No,High Price,,No,Ignorance,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Governement Organization,,,2,,,0,0,0,0,0,No,,,,,,,1,4,mengedu asechegarie selhone,leje selmizu,Afar,3,6,8,88,6,1,32
0203060060104401,02030600601044,020306088800601044,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,44,1,Yes,No,Ignorance,,No,Ignorance,,No,Non-Availability of the Service,,No,Inadequate Services Provided,,Never Used Fertilizer,,,2,,,0,0,0,0,0,No,,,,,,,1,3,mengedu ruke selhone,leje selmizu,Afar,3,6,8,88,6,1,44
0203060060106201,02030600601062,020306088800601062,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,62,1,Yes,No,High Price,,No,Ignorance,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,2,,,0,0,0,0,0,No,,,,,,,1,11,mengedu selmayemeche,yebate sera selmibezabachwe,Afar,3,6,8,88,6,1,62
0203060060108001,02030600601080,020306088800601080,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,80,1,Yes,No,High Price,,No,Ignorance,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,3,,,0,0,0,0,0,No,,,,,,,1,3,mengedu ruke selhone,yebate sera selmibezabachwe,Afar,3,6,8,88,6,1,80
0203060060109801,02030600601098,020306088800601098,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,98,1,Yes,No,High Price,,No,Ignorance,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,2,,,0,0,0,0,0,No,,,,,,,1,4,mengedu betame ruke selhone,yebate sera selmibezabachwe,Afar,3,6,8,88,6,1,98
0203060060111601,02030600601116,020306088800601116,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,116,1,Yes,No,High Price,,No,Lack of Adequate Crop Field,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,0,By Renting Ox,,0,0,0,0,0,No,,,,,,,2,2,,,Afar,3,6,8,88,6,1,116
0203060060113401,02030600601134,020306088800601134,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,134,1,Yes,No,High Price,,No,Ignorance,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,5,,,0,0,0,0,0,No,,,,,,,1,3,mengedu betame ruke selhone,yebate sera selmibezabachwe,Afar,3,6,8,88,6,1,134
0203060060115201,02030600601152,020306088800601152,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,152,1,No,No,Ignorance,,No,Ignorance,,No,Unable to Pay the Loan,,No,Ignorance,,Never Used Fertilizer,,,2,,,0,0,0,0,0,No,,,,,,,1,,,,Afar,3,6,8,88,6,1,152
0203060060117001,02030600601170,020306088800601170,02030600601,020306088800601,Rural,474.0074462890625,Afar,3,6,6,1,170,1,Yes,No,High Price,,No,Skeptical of the Outcome,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,2,,,0,0,0,0,0,No,,,,,,,1,,mengedu ruke selhone,sera selmibezabat,Afar,3,6,8,88,6,1,170
0301010020400201,03010100204002,030101088800204002,03010100204,030101088800204,Rural,7552.8447265625,Amhara,1,1,2,4,2,1,Yes,No,Skeptical of the Outcome,,No,Skeptical of the Outcome,,No,Ignorance,,Yes,,,Never Used Fertilizer,,,2,,,0,0,0,0,0,No,,,,,,,1,2,setochi wedewchi slemayhedu,yersha bzu ewkna yelachewm,Amhara,1,1,8,88,2,4,2
0301010020402001,03010100204020,030101088800204020,03010100204,030101088800204,Rural,7552.8447265625,Amhara,1,1,2,4,20,1,Yes,No,Ignorance,,No,Lack of Adequate Crop Field,,No,Inadequate Service Provided,,No,Ignorance,,Never Used Fertilizer,,,1,By Pairing Mine with Someone's Ox,,0,0,0,0,0,No,,,,,,,1,1,lesbseba balemegeghet tkmun slemalawk,eregha ewkna slelelegh,Amhara,1,1,8,88,2,4,20
0301010020402801,03010100204028,030101088800204028,03010100204,030101088800204,Rural,740.4749755859375,Amhara,1,1,2,4,28,1,Yes,No,Lack of Money,,No,Lack of Money,,No,Unable to Pay the Loan,,Yes,,,Never Used Fertilizer,,,0,Other (Specify),USING BORROWED OXEN,0,0,0,0,0,No,,,,,,,1,3,,,Amhara,1,1,8,88,2,4,28
0301010020404001,03010100204040,030101088800204040,03010100204,030101088800204,Rural,7552.8447265625,Amhara,1,1,2,4,40,1,No,No,Ignorance,,No,Ignorance,,No,Inadequate Service Provided,,No,Other Specify,I don't need the advisory services,Never Used Fertilizer,,,0,Using Borrowed Oxen,,0,0,0,0,0,No,,,,,,,1,0,beshitegha bemehone,,Amhara,1,1,8,88,2,4,40
0301010020405801,03010100204058,030101088800204058,03010100204,030101088800204,Rural,7552.8447265625,Amhara,1,1,2,4,58,1,Yes,No,Ignorance,,No,Lack of Adequate Crop Field,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,By Renting Ox,,0,0,0,0,0,No,,,,,,,1,1,gulbet manes,yersha ewket slelele,Amhara,1,1,8,88,2,4,58
